code,indicator,country,year,value
MYS_1T8_AG25T99_F,"Mean years of schooling (ISCED 1 or higher), population 25+ years, female",France,2014,10.97241
MYS_1T8_AG25T99_F,"Mean years of schooling (ISCED 1 or higher), population 25+ years, female",France,2015,11.11355
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Belize,2010,10.4607
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Sweden,2009,11.7595
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Sweden,2010,11.82384
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Sweden,2011,11.88918
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Sweden,2012,11.95103
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Sweden,2013,12.1472
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Sweden,2014,12.19311
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Sweden,2015,12.23745
MYS_1T8_AG25T99_F,"Mean years of schooling (ISCED 1 or higher), population 25+ years, female",Azerbaijan,1999,9.60951
MYS_1T8_AG25T99_F,"Mean years of schooling (ISCED 1 or higher), population 25+ years, female",Azerbaijan,2007,9.65674
MYS_1T8_AG25T99_F,"Mean years of schooling (ISCED 1 or higher), population 25+ years, female",Azerbaijan,2008,9.62959
MYS_1T8_AG25T99_F,"Mean years of schooling (ISCED 1 or higher), population 25+ years, female",Azerbaijan,2009,10.41056
MYS_1T8_AG25T99_F,"Mean years of schooling (ISCED 1 or higher), population 25+ years, female",Azerbaijan,2010,10.44647
MYS_1T8_AG25T99_F,"Mean years of schooling (ISCED 1 or higher), population 25+ years, female",Azerbaijan,2011,10.45021
MYS_1T8_AG25T99_F,"Mean years of schooling (ISCED 1 or higher), population 25+ years, female",Azerbaijan,2012,10.35056
MYS_1T8_AG25T99_F,"Mean years of schooling (ISCED 1 or higher), population 25+ years, female",Azerbaijan,2013,10.3389
MYS_1T8_AG25T99_F,"Mean years of schooling (ISCED 1 or higher), population 25+ years, female",Azerbaijan,2014,10.33914
MYS_1T8_AG25T99_F,"Mean years of schooling (ISCED 1 or higher), population 25+ years, female",Azerbaijan,2015,10.16156
MYS_1T8_AG25T99,"Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",Australia,2004,11.75851
MYS_1T8_AG25T99,"Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",Australia,2005,11.74873
MYS_1T8_AG25T99,"Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",Australia,2006,11.85648
MYS_1T8_AG25T99,"Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",Australia,2007,12.03035
MYS_1T8_AG25T99,"Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",Australia,2008,12.31713
MYS_1T8_AG25T99,"Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",Australia,2009,12.28134
MYS_1T8_AG25T99,"Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",Australia,2012,12.57032
MYS_1T8_AG25T99,"Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",Australia,2015,12.20561
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Suriname,2004,8.06279
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Suriname,2012,9.1378
MYS_1T8_AG25T99_F,"Mean years of schooling (ISCED 1 or higher), population 25+ years, female",Malta,2000,6.76833
MYS_1T8_AG25T99_F,"Mean years of schooling (ISCED 1 or higher), population 25+ years, female",Malta,2005,9.33238
MYS_1T8_AG25T99_F,"Mean years of schooling (ISCED 1 or higher), population 25+ years, female",Malta,2010,9.9057
MYS_1T8_AG25T99_F,"Mean years of schooling (ISCED 1 or higher), population 25+ years, female",Malta,2011,10.02676
MYS_1T8_AG25T99_F,"Mean years of schooling (ISCED 1 or higher), population 25+ years, female",Malta,2012,10.39041
MYS_1T8_AG25T99_F,"Mean years of schooling (ISCED 1 or higher), population 25+ years, female",Malta,2013,10.67559
MYS_1T8_AG25T99_F,"Mean years of schooling (ISCED 1 or higher), population 25+ years, female",Malta,2014,10.78795
MYS_1T8_AG25T99_F,"Mean years of schooling (ISCED 1 or higher), population 25+ years, female",Malta,2015,10.52371
MYS_1T8_AG25T99_F,"Mean years of schooling (ISCED 1 or higher), population 25+ years, female",Netherlands,2004,11.35766
MYS_1T8_AG25T99_F,"Mean years of schooling (ISCED 1 or higher), population 25+ years, female",Netherlands,2005,11.36308
MYS_1T8_AG25T99_F,"Mean years of schooling (ISCED 1 or higher), population 25+ years, female",Netherlands,2007,11.61524
MYS_1T8_AG25T99_F,"Mean years of schooling (ISCED 1 or higher), population 25+ years, female",Netherlands,2008,11.52134
MYS_1T8_AG25T99_F,"Mean years of schooling (ISCED 1 or higher), population 25+ years, female",Netherlands,2009,11.60262
MYS_1T8_AG25T99_F,"Mean years of schooling (ISCED 1 or higher), population 25+ years, female",Netherlands,2010,11.62923
MYS_1T8_AG25T99_F,"Mean years of schooling (ISCED 1 or higher), population 25+ years, female",Netherlands,2011,11.64386
MYS_1T8_AG25T99_F,"Mean years of schooling (ISCED 1 or higher), population 25+ years, female",Netherlands,2012,11.71059
MYS_1T8_AG25T99_F,"Mean years of schooling (ISCED 1 or higher), population 25+ years, female",Netherlands,2013,11.73148
MYS_1T8_AG25T99_F,"Mean years of schooling (ISCED 1 or higher), population 25+ years, female",Netherlands,2014,11.76807
MYS_1T8_AG25T99_F,"Mean years of schooling (ISCED 1 or higher), population 25+ years, female",Netherlands,2015,11.82602
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Paraguay,2003,7.08659
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Paraguay,2005,7.53201
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Paraguay,2006,7.27168
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Paraguay,2007,7.34192
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Paraguay,2008,7.51761
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Paraguay,2009,7.28288
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Paraguay,2014,8.25551
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Paraguay,2015,8.43558
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Albania,2001,9.48945
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Albania,2008,9.84636
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Albania,2011,9.69078
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Albania,2012,10.23851
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Kuwait,2005,6.03193
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Kuwait,2006,5.92154
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Kuwait,2007,6.03139
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Kuwait,2008,6.16929
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Kuwait,2012,7.25165
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Kuwait,2013,6.38256
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Kuwait,2015,6.79643
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Mauritius,2000,7.01425
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Mauritius,2011,9.10863
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Armenia,2001,10.77931
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Armenia,2011,11.16241
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Armenia,2015,11.67249
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Uruguay,2006,7.79404
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Uruguay,2008,8.14964
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Uruguay,2009,8.16853
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Uruguay,2010,8.12463
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Uruguay,2011,8.15102
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Uruguay,2012,8.20444
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Uruguay,2013,8.27359
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Uruguay,2014,8.33887
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Uruguay,2015,8.39419
MYS_1T8_AG25T99_F,"Mean years of schooling (ISCED 1 or higher), population 25+ years, female",Turkey,2004,4.88194
MYS_1T8_AG25T99_F,"Mean years of schooling (ISCED 1 or higher), population 25+ years, female",Turkey,2005,4.95636
MYS_1T8_AG25T99_F,"Mean years of schooling (ISCED 1 or higher), population 25+ years, female",Turkey,2006,5.05243
MYS_1T8_AG25T99_F,"Mean years of schooling (ISCED 1 or higher), population 25+ years, female",Turkey,2007,5.16499
MYS_1T8_AG25T99_F,"Mean years of schooling (ISCED 1 or higher), population 25+ years, female",Turkey,2008,5.58594
MYS_1T8_AG25T99_F,"Mean years of schooling (ISCED 1 or higher), population 25+ years, female",Turkey,2009,5.76212
MYS_1T8_AG25T99_F,"Mean years of schooling (ISCED 1 or higher), population 25+ years, female",Turkey,2010,6.23497
MYS_1T8_AG25T99_F,"Mean years of schooling (ISCED 1 or higher), population 25+ years, female",Turkey,2011,6.53005
MYS_1T8_AG25T99_F,"Mean years of schooling (ISCED 1 or higher), population 25+ years, female",Turkey,2012,6.68407
MYS_1T8_AG25T99_F,"Mean years of schooling (ISCED 1 or higher), population 25+ years, female",Turkey,2013,6.85112
MYS_1T8_AG25T99_F,"Mean years of schooling (ISCED 1 or higher), population 25+ years, female",Turkey,2014,7.03987
MYS_1T8_AG25T99_F,"Mean years of schooling (ISCED 1 or higher), population 25+ years, female",Turkey,2015,7.23834
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Chile,2004,9.86849
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Chile,2007,10.02063
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Chile,2008,10.42762
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Chile,2009,11.21001
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Chile,2010,10.01945
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Chile,2013,10.19399
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Portugal,1999,6.8791
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Portugal,2000,6.98837
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Portugal,2001,7.06314
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Portugal,2002,7.09786
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Portugal,2003,7.27809
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Portugal,2004,7.48371
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Portugal,2005,7.60213
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Portugal,2006,7.71027
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Portugal,2007,7.70817
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Portugal,2008,7.83536
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Portugal,2009,7.96012
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Portugal,2010,8.0501
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Portugal,2011,8.28455
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Portugal,2012,8.46417
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Portugal,2013,8.62616
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Portugal,2014,8.81732
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Portugal,2015,8.75563
MYS_1T8_AG25T99_F,"Mean years of schooling (ISCED 1 or higher), population 25+ years, female",Czechia,2006,12.20873
MYS_1T8_AG25T99_F,"Mean years of schooling (ISCED 1 or higher), population 25+ years, female",Czechia,2012,12.38063
MYS_1T8_AG25T99_F,"Mean years of schooling (ISCED 1 or higher), population 25+ years, female",Czechia,2013,12.48187
MYS_1T8_AG25T99_F,"Mean years of schooling (ISCED 1 or higher), population 25+ years, female",Czechia,2014,11.375
MYS_1T8_AG25T99_F,"Mean years of schooling (ISCED 1 or higher), population 25+ years, female",Czechia,2015,12.62915
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Palestine,2004,8.48649
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Palestine,2006,8.53353
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Palestine,2008,8.55396
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Palestine,2009,8.9632
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Palestine,2010,8.95592
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Palestine,2011,9.13897
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Palestine,2012,9.33222
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Palestine,2013,9.25683
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Palestine,2014,9.27394
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Palestine,2015,9.34911
MYS_1T8_AG25T99_M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male",Cameroon,2010,6.73037
MYS_1T8_AG25T99_F,"Mean years of schooling (ISCED 1 or higher), population 25+ years, female",Poland,2002,11.08069
MYS_1T8_AG25T99_F,"Mean years of schooling (ISCED 1 or higher), population 25+ years, female",Poland,2008,12.03813
MYS_1T8_AG25T99_F,"Mean years of schooling (ISCED 1 or higher), population 25+ years, female",Poland,2009,12.25386
MYS_1T8_AG25T99_F,"Mean years of schooling (ISCED 1 or higher), population 25+ years, female",Poland,2010,12.42325
MYS_1T8_AG25T99_F,"Mean years of schooling (ISCED 1 or higher), population 25+ years, female",Poland,2011,12.17427
MYS_1T8_AG25T99_F,"Mean years of schooling (ISCED 1 or higher), population 25+ years, female",Poland,2012,12.50457
MYS_1T8_AG25T99_F,"Mean years of schooling (ISCED 1 or higher), population 25+ years, female",Poland,2013,12.6519
MYS_1T8_AG25T99_F,"Mean years of schooling (ISCED 1 or higher), population 25+ years, female",Poland,2014,12.71219
MYS_1T8_AG25T99_F,"Mean years of schooling (ISCED 1 or higher), population 25+ years, female",Malaysia,2000,7.98517
MYS_1T8_AG25T99_F,"Mean years of schooling (ISCED 1 or higher), population 25+ years, female",Malaysia,2005,7.06665
MYS_1T8_AG25T99_F,"Mean years of schooling (ISCED 1 or higher), population 25+ years, female",Malaysia,2009,9.59009
MYS_1T8_AG25T99_F,"Mean years of schooling (ISCED 1 or higher), population 25+ years, female",Malaysia,2010,9.75535
MYS_1T8_AG25T99,"Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",Lithuania,2005,11.89233
MYS_1T8_AG25T99,"Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",Lithuania,2006,12.04078
MYS_1T8_AG25T99,"Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",Lithuania,2007,12.18582
MYS_1T8_AG25T99,"Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",Lithuania,2008,12.32406
MYS_1T8_AG25T99,"Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",Lithuania,2009,12.29406
MYS_1T8_AG25T99,"Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",Lithuania,2010,12.44044
MYS_1T8_AG25T99,"Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",Lithuania,2011,12.56874
MYS_1T8_AG25T99,"Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",Lithuania,2012,12.56319
MYS_1T8_AG25T99,"Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",Lithuania,2013,12.57869
MYS_1T8_AG25T99,"Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",Lithuania,2014,12.79089
MYS_1T8_AG25T99,"Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",Lithuania,2015,12.83572
MYS_1T8_AG25T99,"Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",Paraguay,2003,7.01211
MYS_1T8_AG25T99,"Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",Paraguay,2005,7.35071
MYS_1T8_AG25T99,"Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",Paraguay,2006,7.07212
MYS_1T8_AG25T99,"Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",Paraguay,2007,7.16334
MYS_1T8_AG25T99,"Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",Paraguay,2008,7.40021
MYS_1T8_AG25T99,"Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",Paraguay,2009,6.98142
MYS_1T8_AG25T99,"Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",Paraguay,2014,8.24652
MYS_1T8_AG25T99,"Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",Paraguay,2015,8.42123
MYS_1T8_AG25T99,"Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",Qatar,2004,8.39699
MYS_1T8_AG25T99,"Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",Qatar,2007,9.57945
MYS_1T8_AG25T99,"Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",Qatar,2008,9.67682
