code,indicator,country,year,value
EA_3T8_AG25T99_GPI,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, gender parity index (GPI)",Iran(IslamicRepublicof),2013,0.98943
EA_3T8_AG25T99_GPI,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, gender parity index (GPI)",Iran(IslamicRepublicof),2014,1.00742
EA_8_AG25T99_F,"Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, female (%)",Rwanda,2012,0.01075
EA_3T8_AG25T99_GPI,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, gender parity index (GPI)",Maldives,2006,0.6338
EA_5T8_AG25T99_F,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)",Benin,2002,0.80236
EA_5T8_AG25T99_GPI,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, gender parity index (GPI)",RussianFederation,2002,1.18505
EA_5T8_AG25T99_GPI,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, gender parity index (GPI)",RussianFederation,2010,1.06658
EA_5T8_AG25T99_M,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, male (%)",Israel,2004,39.4649
EA_5T8_AG25T99_M,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, male (%)",Israel,2006,39.4649
EA_5T8_AG25T99_M,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, male (%)",Israel,2007,39.60136
EA_5T8_AG25T99_M,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, male (%)",Israel,2009,40.12916
EA_5T8_AG25T99_M,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, male (%)",Israel,2010,40.48514
EA_5T8_AG25T99_M,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, male (%)",Israel,2011,41.86646
EA_5T8_AG25T99_M,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, male (%)",Israel,2012,41.53913
EA_5T8_AG25T99_M,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, male (%)",Israel,2013,42.20929
EA_5T8_AG25T99_M,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, male (%)",Israel,2014,43.37091
EA_5T8_AG25T99_M,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, male (%)",Israel,2015,43.97962
EA_5T8_AG25T99_M,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, male (%)",NewZealand,2006,28.05161
EA_5T8_AG25T99_M,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, male (%)",NewZealand,2011,32.23134
EA_5T8_AG25T99_M,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, male (%)",NewZealand,2012,31.62551
EA_5T8_AG25T99_M,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, male (%)",NewZealand,2014,29.1966
EA_5T8_AG25T99_M,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, male (%)",NewZealand,2015,28.25424
EA_5T8_AG25T99_F,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)",Cyprus,2004,23.58522
EA_5T8_AG25T99_F,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)",Cyprus,2005,23.43621
EA_5T8_AG25T99_F,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)",Cyprus,2006,25.29423
EA_5T8_AG25T99_F,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)",Cyprus,2007,27.98474
EA_5T8_AG25T99_F,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)",Cyprus,2008,29.29307
EA_5T8_AG25T99_F,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)",Cyprus,2009,28.7935
EA_5T8_AG25T99_F,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)",Cyprus,2010,30.44525
EA_5T8_AG25T99_F,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)",Cyprus,2011,29.35168
EA_5T8_AG25T99_F,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)",Cyprus,2012,34.5025
EA_5T8_AG25T99_F,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)",Cyprus,2013,34.55273
EA_5T8_AG25T99_F,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)",Cyprus,2014,36.31771
EA_5T8_AG25T99_F,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)",Cyprus,2015,35.95504
EA_7T8_AG25T99_GPI,"Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, gender parity index (GPI)",Turkey,2013,0.66177
EA_7T8_AG25T99_GPI,"Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, gender parity index (GPI)",Turkey,2014,0.67582
EA_7T8_AG25T99_GPI,"Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, gender parity index (GPI)",Turkey,2015,0.69553
EA_6T8_AG25T99_F,"Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, female (%)",Zimbabwe,2012,2.4011
EA_7T8_AG25T99_GPI,"Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, gender parity index (GPI)",RepublicofMoldova,2013,1.15193
EA_7T8_AG25T99_GPI,"Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, gender parity index (GPI)",RepublicofMoldova,2014,1.27549
EA_7T8_AG25T99_GPI,"Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, gender parity index (GPI)",RepublicofMoldova,2015,1.45078
EA_7T8_AG25T99,"Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, both sexes (%)",Finland,2012,10.42317
EA_7T8_AG25T99,"Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, both sexes (%)",Finland,2013,10.78516
EA_7T8_AG25T99,"Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, both sexes (%)",Finland,2014,11.06646
EA_3T8_AG25T99,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)",Malta,2000,20.39844
EA_3T8_AG25T99,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)",Malta,2005,22.76704
EA_3T8_AG25T99,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)",Malta,2007,23.0604
EA_3T8_AG25T99,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)",Malta,2010,25.86958
EA_3T8_AG25T99,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)",Malta,2011,27.3734
EA_3T8_AG25T99,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)",Malta,2012,32.4357
EA_3T8_AG25T99,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)",Malta,2013,34.4805
EA_3T8_AG25T99,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)",Malta,2014,35.77473
EA_3T8_AG25T99,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)",Malta,2015,36.9078
EA_5T8_AG25T99_F,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)",UnitedArabEmirates,2005,25.07186
EA_5T8_AG25T99_F,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)",Switzerland,2009,22.37751
EA_5T8_AG25T99_F,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)",Switzerland,2010,25.44015
EA_5T8_AG25T99_F,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)",Switzerland,2011,26.0078
EA_5T8_AG25T99_F,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)",Switzerland,2012,27.08621
EA_5T8_AG25T99_F,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)",Switzerland,2014,28.27284
EA_5T8_AG25T99_F,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)",Switzerland,2015,30.01735
EA_5T8_AG25T99_M,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, male (%)",Bahamas,2000,0.35616
EA_5T8_AG25T99_M,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, male (%)",Bahamas,2010,18.32002
EA_2T8_AG25T99_F,"Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, female (%)",Benin,2002,8.42994
EA_3T8_AG25T99_GPI,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, gender parity index (GPI)",SyrianArabRepublic,2002,0.47651
EA_3T8_AG25T99_GPI,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, gender parity index (GPI)",SyrianArabRepublic,2007,0.6506
EA_3T8_AG25T99_GPI,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, gender parity index (GPI)",SyrianArabRepublic,2008,0.71089
EA_3T8_AG25T99_GPI,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, gender parity index (GPI)",SyrianArabRepublic,2009,0.76264
EA_1T8_AG25T99,"Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, both sexes (%)",Qatar,2004,63.19961
EA_1T8_AG25T99,"Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, both sexes (%)",Qatar,2007,74.15696
EA_1T8_AG25T99,"Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, both sexes (%)",Qatar,2008,77.60057
EA_1T8_AG25T99,"Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, both sexes (%)",Qatar,2009,75.51861
EA_1T8_AG25T99,"Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, both sexes (%)",Qatar,2010,75.10961
EA_1T8_AG25T99,"Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, both sexes (%)",Qatar,2011,71.0144
EA_1T8_AG25T99,"Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, both sexes (%)",Qatar,2012,75.04228
EA_1T8_AG25T99,"Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, both sexes (%)",Qatar,2013,83.63504
EA_1T8_AG25T99,"Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, both sexes (%)",Qatar,2014,84.2349
EA_2T8_AG25T99_GPI,"Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, gender parity index (GPI)",Slovakia,2001,0.99934
EA_2T8_AG25T99_GPI,"Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, gender parity index (GPI)",Slovakia,2012,0.99562
EA_2T8_AG25T99_GPI,"Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, gender parity index (GPI)",Slovakia,2013,0.99525
EA_2T8_AG25T99_GPI,"Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, gender parity index (GPI)",Slovakia,2014,0.99698
EA_2T8_AG25T99_GPI,"Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, gender parity index (GPI)",Slovakia,2015,0.99681
EA_4T8_AG25T99_GPI,"Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, gender parity index (GPI)",SouthSudan,2008,0.6541
EA_5T8_AG25T99_F,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)",Malta,2000,1.51569
EA_5T8_AG25T99_F,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)",Malta,2005,8.84685
EA_5T8_AG25T99_F,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)",Malta,2007,10.41032
EA_5T8_AG25T99_F,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)",Malta,2010,12.09795
EA_5T8_AG25T99_F,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)",Malta,2011,12.11439
EA_5T8_AG25T99_F,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)",Malta,2012,13.53135
EA_5T8_AG25T99_F,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)",Malta,2013,15.8351
EA_5T8_AG25T99_F,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)",Malta,2014,15.69828
EA_5T8_AG25T99_F,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)",Malta,2015,16.17817
EA_4T8_AG25T99,"Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, both sexes (%)",China,2000,4.26802
EA_5T8_AG25T99,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, both sexes (%)",Chile,2004,13.15653
EA_5T8_AG25T99,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, both sexes (%)",Chile,2007,15.05154
EA_5T8_AG25T99,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, both sexes (%)",Chile,2008,20.92426
EA_5T8_AG25T99,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, both sexes (%)",Chile,2009,26.06296
EA_5T8_AG25T99,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, both sexes (%)",Chile,2010,18.08045
EA_5T8_AG25T99,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, both sexes (%)",Chile,2011,15.16613
EA_5T8_AG25T99,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, both sexes (%)",Chile,2013,18.32686
EA_1T8_AG25T99,"Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, both sexes (%)",Andorra,2006,93.00279
EA_1T8_AG25T99,"Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, both sexes (%)",Andorra,2014,96.53449
EA_1T8_AG25T99,"Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, both sexes (%)",Andorra,2015,96.45533
EA_3T8_AG25T99_GPI,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, gender parity index (GPI)",Barbados,2000,1.10958
EA_8_AG25T99_F,"Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, female (%)",Panama,2010,0.19862
EA_1T8_AG25T99_F,"Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, female (%)",Turkey,2004,69.54358
EA_1T8_AG25T99_F,"Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, female (%)",Turkey,2005,68.63615
EA_1T8_AG25T99_F,"Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, female (%)",Turkey,2006,68.54306
EA_1T8_AG25T99_F,"Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, female (%)",Turkey,2007,69.64061
EA_1T8_AG25T99_F,"Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, female (%)",Turkey,2008,72.63833
EA_1T8_AG25T99_F,"Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, female (%)",Turkey,2009,74.7516
EA_1T8_AG25T99_F,"Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, female (%)",Turkey,2010,77.97365
EA_1T8_AG25T99_F,"Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, female (%)",Turkey,2011,79.61501
EA_1T8_AG25T99_F,"Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, female (%)",Turkey,2012,80.31995
EA_1T8_AG25T99_F,"Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, female (%)",Turkey,2013,80.79424
EA_1T8_AG25T99_F,"Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, female (%)",Turkey,2014,81.45783
EA_1T8_AG25T99_F,"Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, female (%)",Turkey,2015,82.00688
EA_2T8_AG25T99_M,"Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, male (%)",Pakistan,2005,32.16313
EA_2T8_AG25T99_M,"Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, male (%)",Pakistan,2006,44.04224
EA_2T8_AG25T99_M,"Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, male (%)",Pakistan,2008,43.1063
EA_2T8_AG25T99_M,"Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, male (%)",Pakistan,2009,43.62115
EA_2T8_AG25T99_M,"Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, male (%)",Pakistan,2010,44.90627
EA_2T8_AG25T99_M,"Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, male (%)",Pakistan,2011,46.09349
EA_2T8_AG25T99_M,"Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, male (%)",Pakistan,2012,45.12878
EA_2T8_AG25T99_M,"Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, male (%)",Pakistan,2013,45.21171
EA_2T8_AG25T99_M,"Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, male (%)",Pakistan,2014,47.25516
EA_2T8_AG25T99_M,"Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, male (%)",Philippines,2000,50.57205
EA_2T8_AG25T99_M,"Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, male (%)",Philippines,2004,62.38301
EA_2T8_AG25T99_M,"Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, male (%)",Philippines,2008,63.79351
EA_2T8_AG25T99_M,"Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, male (%)",Philippines,2010,65.84034
EA_2T8_AG25T99_M,"Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, male (%)",Philippines,2013,68.99058
EA_3T8_AG25T99_GPI,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, gender parity index (GPI)",Mauritius,2000,0.7186
EA_3T8_AG25T99_GPI,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, gender parity index (GPI)",Mauritius,2011,0.83648
EA_6T8_AG25T99_F,"Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, female (%)",Senegal,2011,1.0888
EA_6T8_AG25T99_F,"Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, female (%)",Senegal,2013,1.80182
EA_1T8_AG25T99_F,"Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, female (%)",RepublicofMoldova,2007,97.6985
EA_1T8_AG25T99_F,"Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, female (%)",RepublicofMoldova,2008,98.33831
EA_1T8_AG25T99_F,"Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, female (%)",RepublicofMoldova,2009,98.57423
EA_1T8_AG25T99_F,"Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, female (%)",RepublicofMoldova,2010,98.49603
EA_1T8_AG25T99_F,"Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, female (%)",RepublicofMoldova,2011,98.48751
EA_1T8_AG25T99_F,"Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, female (%)",RepublicofMoldova,2012,98.79736
EA_1T8_AG25T99_F,"Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, female (%)",RepublicofMoldova,2013,98.87742
EA_1T8_AG25T99_F,"Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, female (%)",RepublicofMoldova,2014,99.15476
EA_1T8_AG25T99_F,"Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, female (%)",RepublicofMoldova,2015,99.34969
EA_2T8_AG25T99_M,"Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, male (%)",Croatia,2001,85.70537
EA_2T8_AG25T99_M,"Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, male (%)",Croatia,2011,93.77158
EA_2T8_AG25T99,"Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)",Senegal,2006,7.54719
EA_2T8_AG25T99,"Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)",Senegal,2011,10.84601
EA_2T8_AG25T99,"Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)",Senegal,2013,13.88542
EA_3T8_AG25T99_GPI,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, gender parity index (GPI)",Georgia,2002,0.9635
EA_3T8_AG25T99_GPI,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, gender parity index (GPI)",Georgia,2012,0.97346
EA_3T8_AG25T99_GPI,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, gender parity index (GPI)",Georgia,2014,0.99013
